id,sentence,type,label
jp_206,nbsppalestinian armed groups have called for mass protests as the high court is scheduled on monday to issue a ruling on an appeal against the eviction of palestinian families from their homes in the east jerusalem neighborhood of sheikh jarrah,pro-palestinian,2
jp_340,justices david mintz khaled kabub and ruth ronnen handed down the judgment unanimously,pro-palestinian,2
bbc_291, professor danny rosin a doctor from the group physicians for human rights attended the examination of abdulrahman maris body,pro-palestinian,2
bbc_278,while it has since been announced that two reservist brigades are being called up and some soldiers have been deployed across the border the prevailing opinion is that a planned ground offensive in rafah is still some way off,anti-israeli,3
bbc_23,a senior un aid official warned last week that at least 576000 people across the gaza strip  one quarter of the population  faced catastrophic levels of food insecurity and one in six children under the age of two in the north were suffering from acute malnutrition,pro-israeli,1
bbc_440,in attendance were top leaders of irans paramilitary revolutionary guard one of the countrys major power centres,pro-israeli,1
bbc_358,on monday the israeli military ordered tens of thousands of civilians to begin evacuating nearby eastern parts of rafah city ahead of what it called a limited operation to eliminate hamas fighters and dismantle infrastructure,anti-palestinian,4
jp_357,amidror cautions against hyperbole,neutral,0
bbc_311,he was visibly emotional as he delivered a powerful speech describing his excitement seeing the video of his son knowing that he was hopefully alive,neutral,0
bbc_102,the us has also pressed israel to do more to get aid delivered to gaza where it says the entire population is suffering severe levels of acute food insecurity,pro-israeli,1
bbc_270,among experts there now seems to be a wider consensus in thinking that a twostage missile was used  and was probably airlaunched,anti-palestinian,4
nyt_300,now this was a slightly ambiguous response that you could pass in different ways,neutral,0
bbc_191,more than 33000 gazans the majority of them civilians have been killed during israels offensive in gaza since then the hamasrun health ministry says,anti-israeli,3
jp_371,sirens sounded in dozens of northern israeli towns and villages especially in western galilee amid a barrage of rockets from israels northern border,anti-palestinian,4
aj_535,international students risk immigration status to engage in gaza protests reliant on visas to remain in the us foreign students face heightened consequences for involvement in campus protests,pro-palestinian,2
aj_379,washington dc  a gazafocused campus protest movement in the united states has highlighted a generational divide on israel experts say with young peoples willingness to challenge politicians and college administrators on display nationwide,pro-palestinian,2
bbc_234,the safety and security of our customers and people is paramount and always will be,pro-israeli,1
jp_341,nbspldquoin light of president bidens request israel will not prevent humanitarian assistance from egypt as long as it is only food water and medicine for the civilian population located in the southern gaza striprdquo the prime minsterrsquos office said at the end of bidenrsquos visit one day solidarity visit to tel aviv,pro-palestinian,2
bbc_268,despite years of enmity and threats it was the first time since the establishment of the islamic republic in 1979 that iran had launched a direct strike from its territory onto israels,anti-palestinian,4
nyt_31,ceasefire resolutions the u,neutral,0
jp_326,osama abu asa a bedouin guard at the supernova concert was killed as he attempted to protect some of the young people hiding in a bomb shelter believing that hamas would not kill him because he was a muslim,pro-israeli,1
bbc_245, across the west bank israeli raids killed three palestinians  17yearold yazan ishtayeh in nablus on monday and mohammad shahmawi 22 and mohammad rasoul daraghmeh 26 a suspected hamas member in tubas on friday,anti-israeli,3
bbc_63,israels balancing act over ukraine grows trickier after drone strikes before the sun rose on saturday 10 february the cracks of gunfire were already echoing,anti-israeli,3
jp_61,"nbsp
the israeli airstrikes will not ldquointimidate the rebellious youth or discourage them from continuing to resist the siege on the gaza striprdquo hamas spokesman fawzi barhoum said",anti-israeli,3
jp_280,nbspthe 18811884 pogroms were not organized by the bureaucratically inept russian government which viewed the uncontrollable violence as a threat to the stability of the regime as a whole,anti-palestinian,4
